Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_Interval_Low,Confidence_Interval_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),32.3,32.3,,,28.9,36.0,Race,Non-Hispanic White,C2,T9,NH020,Crude,BOC04,RAC01,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),13.5,13.5,,,11.3,16.1,Race,Hispanic,C2,T9,NH201,Crude,BOC04,RAC04,59,
1999-2000,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),28.0,28.0,,,22.3,34.5,Race,Non-Hispanic Black,C2,T9,NH023,Crude,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),82.7,82.7,,,79.1,85.7,Age,25-44,C2,T12,NH501,Crude,BOC03,AGE04,59,
2013-2014,US,United States,NHANES,None,ABCS,None,None,Risk Factors,Aspirin use,Prevalence of aspirin use for secondary prevention of ischemic vascular disease among US adults (40+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T8,NH010,AgeStdz,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),21.1,21.1,,,19.0,23.2,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2013-2014,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),32.2,32.2,,,21.9,44.6,Age,25-44,C2,T10,NH061,Crude,BOC03,AGE04,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T13,NH601,AgeStdz,BOC04,RAC03,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),16.2,16.2,,,13.7,19.1,Gender,Male,C2,T9,NH201,Crude,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T9,NH024,AgeStdz,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Other,C2,T10,NH065,AgeStdz,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),17.4,17.4,,,14.6,20.7,Gender,Female,C2,T11,NH401,Crude,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),31.8,31.8,,,26.6,37.6,Age,75+,C1,T1,NH001,Crude,BOC03,AGE08,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),23.8,23.8,,,20.8,27.1,Race,Non-Hispanic Black,C2,T13,NH603,AgeStdz,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Age-Standardized,Percent (%),28.7,28.7,,,21.4,37.1,Race,Other,C2,T15,NH074,AgeStdz,BOC04,RAC07,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),49.9,49.9,,,45.5,54.3,Race,Non-Hispanic Asian,C2,T10,NH303,Crude,BOC04,RAC03,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),17.2,17.2,,,15.3,19.3,Overall,Overall,C2,T11,NH401,Crude,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Black,C2,T10,NH060,AgeStdz,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Age-Standardized,Percent (%),4.5,4.5,,,3.3,6.2,Gender,Male,C2,T21,NH103,AgeStdz,BOC02,GEN01,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),45.5,45.5,,,41.9,49.1,Overall,Overall,C2,T14,NH701,AgeStdz,BOC01,OVR01,59,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),20.9,20.9,,,16.8,25.7,Age,45-64,C2,T10,NH065,Crude,BOC03,AGE05,59,
2011-2012,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),10.5,10.5,,,8.3,13.3,Age,75+,C1,T3,NH004,Crude,BOC03,AGE08,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),46.0,46.0,,,42.6,49.4,Race,Hispanic,C2,T9,NH203,AgeStdz,BOC04,RAC04,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.0,0.0,,,,,Age,20-24,C1,T4,NH003,Crude,BOC03,AGE02,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),67.3,67.3,,,62.2,72.0,Race,Hispanic,C2,T9,NH022,Crude,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,25-44,C1,T6,NH005,Crude,BOC03,AGE04,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),12.7,12.7,,,10.7,14.9,Race,Non-Hispanic White,C2,T10,NH063,AgeStdz,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),11.8,11.8,,,9.2,15.0,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T11,NH070,AgeStdz,BOC04,RAC03,59,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),68.2,68.2,,,56.5,78.0,Gender,Female,C2,T9,NH021,AgeStdz,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),46.7,46.7,,,44.0,49.3,Gender,Female,C2,T10,NH303,AgeStdz,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),17.2,17.2,,,15.8,18.6,Race,Non-Hispanic White,C2,T10,NH063,AgeStdz,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),5.8,5.8,,,3.6,9.2,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Age-Standardized,Percent (%),18.2,18.2,,,15.5,21.2,Race,Non-Hispanic White,C2,T10,NH065,AgeStdz,BOC04,RAC01,59,
2001-2002,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Other,C1,T4,NH003,Crude,BOC04,RAC07,59,
2017-2018,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.4,7.4,,,5.9,9.3,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),47.8,47.8,,,43.0,52.7,Race,Non-Hispanic Black,C2,T14,NH701,Crude,BOC04,RAC02,59,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),9.9,9.9,,,8.5,11.5,Gender,Male,C2,T11,NH070,Crude,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),36.7,36.7,,,32.1,41.5,Age,75+,C2,T13,NH072,Crude,BOC03,AGE08,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),52.2,52.2,,,48.8,55.6,Gender,Female,C2,T10,NH303,AgeStdz,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T21,NH101,Crude,BOC04,RAC04,59,
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),10.3,10.3,,,8.0,13.2,Age,75+,C1,T5,NH002,Crude,BOC03,AGE08,59,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),23.7,23.7,,,20.3,27.5,Race,Non-Hispanic White,C2,T10,NH064,AgeStdz,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),33.6,33.6,,,30.5,36.9,Age,65+,C2,T9,NH201,Crude,BOC03,AGE06,59,
1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Other,C2,T9,NH021,Crude,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),34.6,34.6,,,32.1,37.2,Gender,Male,C2,T9,NH024,Crude,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),22.5,22.5,,,17.8,27.9,Race,Non-Hispanic Asian,C2,T11,NH401,Crude,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Age-Standardized,Percent (%),10.0,10.0,,,8.9,11.1,Gender,Female,C2,T11,NH070,AgeStdz,BOC02,GEN02,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),28.4,28.4,,,26.2,30.7,Gender,Female,C2,T9,NH020,AgeStdz,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),3.7,3.7,,,2.5,5.3,Age,35+,C2,T21,NH103,Crude,BOC03,AGE07,59,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic White,C2,T10,NH060,Crude,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),82.4,82.4,,,78.8,85.6,Age,65+,C2,T9,NH021,Crude,BOC03,AGE06,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),76.9,76.9,,,74.4,79.1,Overall,Overall,C2,T15,NH803,AgeStdz,BOC01,OVR01,59,
2003-2004,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),30.1,30.1,,,22.3,39.3,Race,Other,C2,T15,NH074,Crude,BOC04,RAC07,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Crude,Percent (%),37.8,37.8,,,34.1,41.7,Race,Non-Hispanic Black,C2,T14,NH703,Crude,BOC04,RAC02,59,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),13.3,13.3,,,10.5,16.8,Age,35+,C2,T10,NH065,Crude,BOC03,AGE07,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),37.9,37.9,,,36.3,39.6,Overall,Overall,C2,T13,NH601,Crude,BOC01,OVR01,59,
2001-2002,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Overall,Overall,C2,T10,NH061,AgeStdz,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),19.6,19.6,,,17.5,21.8,Age,45-64,C2,T10,NH064,Crude,BOC03,AGE05,59,
2015-2016,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),21.9,21.9,,,17.5,27.1,Race,Other,C2,T10,NH064,Crude,BOC04,RAC07,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),25.9,25.9,,,22.9,29.1,Age,35+,C2,T9,NH024,Crude,BOC03,AGE07,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),16.5,16.5,,,14.3,19.0,Race,Hispanic,C2,T13,NH603,AgeStdz,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T12,NH501,AgeStdz,BOC04,RAC03,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),25.0,25.0,,,21.9,28.5,Race,Non-Hispanic Asian,C2,T9,NH020,AgeStdz,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),4234.0,4234.0,,,4055.0,4412.0,Gender,Male,C2,T12,NH073,Crude,BOC02,GEN01,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),74.6,74.6,,,72.5,76.6,Overall,Overall,C2,T10,NH066,AgeStdz,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),2.9,2.9,,,2.0,4.2,Age,45-64,C1,T6,NH005,Crude,BOC03,AGE05,59,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T10,NH064,Crude,BOC04,RAC04,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),73.4,73.4,,,70.4,76.2,Overall,Overall,C2,T9,NH022,Crude,BOC01,OVR01,59,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),83.1,83.1,,,77.5,87.5,Race,Non-Hispanic White,C2,T9,NH021,Crude,BOC04,RAC01,59,
2001-2002,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,20-24,C1,T5,NH002,Crude,BOC03,AGE02,59,
2001-2002,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),2.4,2.4,,,2.1,2.8,Overall,Overall,C1,T6,NH005,Crude,BOC01,OVR01,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,75+,C2,T21,NH101,Crude,BOC03,AGE08,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),19.3,19.3,,,14.8,24.9,Age,20-24,C2,T13,NH071,Crude,BOC03,AGE02,59,
2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),30.1,30.1,,,27.4,33.0,Age,25-44,C2,T15,NH074,Crude,BOC03,AGE04,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),20.2,20.2,,,17.7,23.0,Race,Non-Hispanic White,C2,T11,NH401,Crude,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C1,T4,NH003,AgeStdz,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Black,C2,T21,NH101,AgeStdz,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),78.2,78.2,,,75.8,80.4,Age,35+,C2,T12,NH501,Crude,BOC03,AGE07,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T10,NH066,Crude,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),11.2,11.2,,,8.6,14.3,Age,65+,C1,T4,NH003,Crude,BOC03,AGE06,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),28.4,28.4,,,24.4,32.8,Age,18-24,C2,T9,NH024,Crude,BOC03,AGE01,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),72.1,72.1,,,68.3,75.6,Race,Non-Hispanic Black,C2,T10,NH066,Crude,BOC04,RAC02,59,
